report_id,after_tax_irr,after_tax_npv_10_currency,after_tax_npv_10_in_millions,after_tax_npv_5_currency,after_tax_npv_5_in_millions,after_tax_npv_8_currency,after_tax_npv_8_in_millions,aud_usd_exchange_rate,author_company,cad_usd_exchange_rate,capex_currency,commodity_price_currency,company_name,copper_cut_off_grade,copper_cut_off_grade_units,copper_metallurgical_recovery,copper_price,copper_price_currency,copper_price_units,country,deposit_type,effective_date,g_and_a_cost_currency,g_and_a_cost_dollars_per_t_milled,gold_cut_off_grade,gold_cut_off_grade_units,gold_metallurgical_recovery,gold_price,gold_price_currency,gold_price_units,initial_capex_currency,initial_capex_in_millions,iron_cut_off_grade,iron_cut_off_grade_units,iron_metallurgical_recovery,iron_price,iron_price_currency,iron_price_units,is_in_northern_hemisphere,lat,lead_cut_off_grade,lead_cut_off_grade_units,lead_metallurgical_recovery,lead_price,lead_price_currency,lead_price_units,life_of_mine,long,main_currency,mine_type,open_pit_mining_cost_currency,open_pit_mining_cost_dollars_per_t_milled_or_processed,open_pit_mining_cost_dollars_per_t_mined_or_moved,opex_currency,pre_tax_irr,pre_tax_npv_10_currency,pre_tax_npv_10_in_millions,pre_tax_npv_5_currency,pre_tax_npv_5_in_millions,pre_tax_npv_8_currency,pre_tax_npv_8_in_millions,processing_cost_currency,processing_cost_dollars_per_t_milled,processing_method,processing_rate,produces_copper,produces_gold,produces_iron,produces_lead,produces_silver,produces_sulphur,produces_zinc,project_name,silver_cut_off_grade,silver_cut_off_grade_units,silver_metallurgical_recovery,silver_price,silver_price_currency,silver_price_units,stripping_ratio,subdivision,sulphur_cut_off_grade,sulphur_cut_off_grade_units,sulphur_metallurgical_recovery,sulphur_price,sulphur_price_currency,sulphur_price_units,total_material_mined,total_operating_cost_currency,total_operating_cost_dollars_per_t_milled,total_ore_mined,total_waste_mined,underground_mining_cost_currency,underground_mining_cost_dollars_per_t_milled_or_processed,underground_mining_cost_dollars_per_t_mined_or_moved,underground_mining_method,zinc_cut_off_grade,zinc_cut_off_grade_units,zinc_metallurgical_recovery,zinc_price,zinc_price_currency,zinc_price_units
2023-000047230 Freeman Gold Corp-f1-06058256_1-1-1,22.8,USD (American dollars or US dollars),120.0,USD (American dollars or US dollars),212.4,not mentioned,,,"Ausenco Engineering Canada ULC, Ausenco Sustainability ULC, Moose Mountain Technical Services (MMTS), APEX Geoscience Inc.",0.74,USD (American dollars or US dollars),USD (American dollars or US dollars),Freeman Gold Corp.,N/A,N/A,N/A,N/A,N/A,N/A,United States of America,"['porphyry (porphyry copper / porphyry molybdenum / porphyry gold)', 'orogenic_gold (mesothermal / lode gold / greenstone-hosted quartz veins)']",Oct-13-2023,USD (American dollars or US dollars),1.07,0.25,g/t,96,1750,USD (American dollars or US dollars),US$/oz,USD (American dollars or US dollars),190.2,N/A,N/A,N/A,N/A,N/A,N/A,1.0,3.8893802184859134,N/A,N/A,N/A,N/A,N/A,N/A,11.2,-116.997523,USD (American dollars or US dollars),open pit,not mentioned,11.43,3.0,USD (American dollars or US dollars),26.9,USD (American dollars or US dollars),42.0,USD (American dollars or US dollars),297.0,USD (American dollars or US dollars),219.0,USD (American dollars or US dollars),9.03,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'hydrometallurgical_extraction (solvent extraction / electrowinning / chemical leaching)', 'smelting (blast furnace / electric furnace / flash smelting / reverberatory furnace)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)', 'gravity_separation (shaking table / spirals / jigs / sluices / centrifugal concentrators)']",8.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Lemhi Gold Project,N/A,N/A,N/A,N/A,N/A,N/A,,Idaho,N/A,N/A,N/A,N/A,N/A,N/A,153031,not mentioned,21.53,31128.0,121903,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023-000048733 Canada Nickel Company Inc-f1-06052768_1-1-1,17.1,not mentioned,,not mentioned,,USD (American dollars or US dollars),2475.0,,"Caracle Creek International Consulting Inc., Ausenco Engineering Canada Inc.",0.76,CAD (Canadian dollars),USD (American dollars or US dollars),Canada Nickel Company Inc.,,,,,not mentioned,,Canada,['komatiite_hosted_nickel (komatiite-associated Ni sulfide)'],Oct-01-2023,CAD (Canadian dollars),0.98,N/A,N/A,N/A,N/A,N/A,N/A,CAD (Canadian dollars),2556.0,,,53,89,USD (American dollars or US dollars),$/t,1.0,48.82894394323663,N/A,N/A,N/A,N/A,N/A,N/A,30.0,-81.36270684,not mentioned,open pit,CAD (Canadian dollars),,1.96,CAD (Canadian dollars),,not mentioned,,not mentioned,,not mentioned,,CAD (Canadian dollars),6.99,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'magnetic_separation (high intensity magnetic separation / wet magnetic separation / dry magnetic separation)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)']",120000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Crawford Nickel Sulphide Project,N/A,N/A,N/A,N/A,N/A,N/A,,Ontario,N/A,N/A,N/A,N/A,N/A,N/A,5707000000,CAD (Canadian dollars),14.32,1715000.0,3992000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023-000051991 Allied Gold Corporation-f1-3_1-1,25.0,USD (American dollars or US dollars),306.0,USD (American dollars or US dollars),548.0,not mentioned,,,"Snowden Optiro, Orelogy Consulting Pty Ltd",,USD (American dollars or US dollars),USD (American dollars or US dollars),Allied Gold Corp,N/A,N/A,N/A,N/A,N/A,N/A,Ethiopia,['orogenic_gold (mesothermal / lode gold / greenstone-hosted quartz veins)'],Jun-09-2023,not mentioned,3.48,0.33,g/t,92,1500,USD (American dollars or US dollars),$/oz,USD (American dollars or US dollars),499.36,N/A,N/A,N/A,N/A,N/A,N/A,1.0,10.062,N/A,N/A,N/A,N/A,N/A,N/A,12.0,34.5473,USD (American dollars or US dollars),open pit,USD (American dollars or US dollars),,2.78,USD (American dollars or US dollars),,not mentioned,,not mentioned,,not mentioned,,USD (American dollars or US dollars),9.3,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'gravity_separation (shaking table / spirals / jigs / sluices / centrifugal concentrators)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'hydrometallurgical_extraction (solvent extraction / electrowinning / chemical leaching)', 'smelting (blast furnace / electric furnace / flash smelting / reverberatory furnace)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)']",13700.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Kurmuk Gold Project,N/A,N/A,N/A,N/A,N/A,N/A,5.3,Benishangul-Gumuz Regional State,N/A,N/A,N/A,N/A,N/A,N/A,330700000,not mentioned,9.3,52780.0,277920000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023-000053370 LithiumBank Resources Corp-f1-03551940_1-1-1,17.8,not mentioned,,not mentioned,,USD (American dollars or US dollars),1657.0,,"Hatch Ltd., GLJ Ltd., Fluid Domains, APEX Geoscience Ltd., Scott Energy Inc., Hydrogeological Consultants Ltd.",0.74,USD (American dollars or US dollars),USD (American dollars or US dollars),LithiumBank Resources Corp.,N/A,N/A,N/A,N/A,N/A,N/A,Canada,['evaporite_hosted (potash / halite / lithium brine)'],May-17-2023,not mentioned,210.0,N/A,N/A,N/A,N/A,N/A,N/A,USD (American dollars or US dollars),2092.0,N/A,N/A,N/A,N/A,N/A,N/A,,54.94841225102667,N/A,N/A,N/A,N/A,N/A,N/A,20.0,-117.3278665,USD (American dollars or US dollars),,N/A,N/A,N/A,USD (American dollars or US dollars),21.6,not mentioned,,not mentioned,,USD (American dollars or US dollars),2722.0,not mentioned,,['hydrometallurgical_extraction (solvent extraction / electrowinning / chemical leaching)'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boardwalk Project,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alberta,N/A,N/A,N/A,N/A,N/A,N/A,N/A,USD (American dollars or US dollars),6807.0,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023-000053453 Gold Resource Corporation-f1-06050160_2-1-1,25.7,not mentioned,,not mentioned,,not mentioned,,,"Gold Resource Corporation (GRC), InnovExplo",,USD (American dollars or US dollars),USD (American dollars or US dollars),Gold Resource Corporation (GRC),,,86.4,3.9,USD (American dollars or US dollars),$/lb,United States of America (USA),['volcanogenic_massive_sulfide (VMS)'],Sep-30-2023,not mentioned,9.07,,,77.8,1800,USD (American dollars or US dollars),$/oz,USD (American dollars or US dollars),325.1,N/A,N/A,N/A,N/A,N/A,N/A,1.0,45.45,N/A,N/A,N/A,N/A,N/A,N/A,9.0,-87.85,USD (American dollars or US dollars),hybrid,not mentioned,15.67,6.04,USD (American dollars or US dollars),,not mentioned,,not mentioned,,not mentioned,,USD (American dollars or US dollars),29.3,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)', 'smelting (blast furnace / electric furnace / flash smelting / reverberatory furnace)']",2500.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Back Forty Project,,,86.8,23.3,USD (American dollars or US dollars),$/oz,2.01,Michigan,N/A,N/A,N/A,N/A,N/A,N/A,19646,USD (American dollars or US dollars),84.81,8771.0,10875,not mentioned,22.19,38.04,"['cut_and_fill (cut and fill / cemented fill / hydraulic fill / rock fill)', 'longhole_open_stoping (longhole stoping / longhole open stoping / mechanized stoping)']",,,95.7,1.25,USD (American dollars or US dollars),$/lb
2023-000053528 Hot Chili Limited-f1-06008707_1-1-1,21.0,USD (American dollars or US dollars),817.0,USD (American dollars or US dollars),1675.0,USD (American dollars or US dollars),1100.0,,Wood Australia Pty Ltd,0.76,USD (American dollars or US dollars),USD (American dollars or US dollars),Hot Chili Limited,,,,3.85,USD (American dollars or US dollars),$/lb,Chile,"['porphyry (porphyry copper / porphyry molybdenum / porphyry gold)', 'skarn (Cu / Fe / Zn / Pb / Au / Mo / W skarns)', 'iocg (iron oxide copper gold)']",Jun-28-2023,USD (American dollars or US dollars),0.66,0.07,g/t,55,1700,USD (American dollars or US dollars),$/oz,USD (American dollars or US dollars),1046.0,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,16.0,,USD (American dollars or US dollars),hybrid,USD (American dollars or US dollars),,2.21,USD (American dollars or US dollars),24.0,USD (American dollars or US dollars),1172.0,USD (American dollars or US dollars),2289.0,USD (American dollars or US dollars),1540.0,not mentioned,,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'hydrometallurgical_extraction (solvent extraction / electrowinning / chemical leaching)']",60000.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Costa Fuego Copper Project,,,,21.0,USD (American dollars or US dollars),US$/oz,1.8,Región de Atacama,N/A,N/A,N/A,N/A,N/A,N/A,1098000,not mentioned,,471000.0,627000,USD (American dollars or US dollars),,6.55,['block_caving (block caving / panel caving)'],N/A,N/A,N/A,N/A,N/A,N/A
2023-000055085 Ivanhoe Electric Inc-f1-06025695_2-1-1,23.0,not mentioned,,not mentioned,,USD (American dollars or US dollars),1316.6,,"SRK Consulting (U.S.), Inc. (SRK), Ivanhoe Electric (IE)",,USD (American dollars or US dollars),USD (American dollars or US dollars),Ivanhoe Electric,,%,95.4,3.8,USD (American dollars or US dollars),$/lb,United States of America,['porphyry (porphyry copper / porphyry molybdenum / porphyry gold)'],Jul-27-2023,not mentioned,2.63,N/A,N/A,N/A,N/A,N/A,N/A,USD (American dollars or US dollars),960.48,N/A,N/A,N/A,N/A,N/A,N/A,1.0,32.89319,N/A,N/A,N/A,N/A,N/A,N/A,20.0,-111.88212,USD (American dollars or US dollars),underground,N/A,N/A,N/A,USD (American dollars or US dollars),25.0,not mentioned,,not mentioned,,USD (American dollars or US dollars),1642.5,USD (American dollars or US dollars),12.61,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'hydrometallurgical_extraction (solvent extraction / electrowinning / chemical leaching)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)', 'dewatering (centrifuges / belt presses / drum filters)']",15000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Santa Cruz Project,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arizona,N/A,N/A,N/A,N/A,N/A,N/A,N/A,not mentioned,,105185.563,N/A,USD (American dollars or US dollars),24.5,,"['longhole_open_stoping (longhole stoping / longhole open stoping / mechanized stoping)', 'cut_and_fill (cut and fill / cemented fill / hydraulic fill / rock fill)']",N/A,N/A,N/A,N/A,N/A,N/A
2023-000056724 Sayona Inc-f1-03520244_2-1-1,9.4,not mentioned,,not mentioned,,CAD (Canadian dollars),10.6,,"BBA Inc., Synectiq Inc., SGS Canada Inc.",0.75,CAD (Canadian dollars),CAD (Canadian dollars),Sayona Mining Limited,N/A,N/A,N/A,N/A,N/A,N/A,Canada,['pegmatite (Li / Ta / Be / Sn / rare earth pegmatites)'],Mar-27-2023,CAD (Canadian dollars),1.87,N/A,N/A,N/A,N/A,N/A,N/A,CAD (Canadian dollars),3.39,N/A,N/A,N/A,N/A,N/A,N/A,1.0,-41.87553583,N/A,N/A,N/A,N/A,N/A,N/A,22.0,11.485729013928871,CAD (Canadian dollars),open pit,CAD (Canadian dollars),,48.16,CAD (Canadian dollars),14.6,not mentioned,,not mentioned,,CAD (Canadian dollars),58.1,not mentioned,,"['magnetic_separation (high intensity magnetic separation / wet magnetic separation / dry magnetic separation)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)']",17866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Authier Lithium Project,N/A,N/A,N/A,N/A,N/A,N/A,6.1,Province of Québec,N/A,N/A,N/A,N/A,N/A,N/A,,CAD (Canadian dollars),55.0,11225.0,68400000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023-000057186 Catalyst Metals Limited-f1-06023752_5-1-1,,not mentioned,,not mentioned,,not mentioned,,,RPM Advisory Services Pty Ltd,,other/not mentioned,other/not mentioned,Catalyst Metals Limited,N/A,N/A,N/A,N/A,N/A,N/A,Australia,['orogenic_gold (mesothermal / lode gold / greenstone-hosted quartz veins)'],Sep-01-2023,other (neither CAD nor USD),5.58,0.5,g/t,89,2700,other (neither CAD nor USD),AUD/oz,other (neither CAD nor USD),36.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,N/A,N/A,N/A,N/A,N/A,N/A,5.0,,other (neither CAD nor USD),underground,N/A,N/A,N/A,other/not mentioned,132.0,other (neither CAD nor USD),207.0,other (neither CAD nor USD),246.0,other (neither CAD nor USD),22.0,other (neither CAD nor USD),20.5,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)']",5040.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Trident Gold Project,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,not mentioned,,1073343.0,N/A,other (neither CAD nor USD),,129.36,"['longhole_open_stoping (longhole stoping / longhole open stoping / mechanized stoping)', 'stoping_with_backfill (backfilled stopes / paste fill stopes)']",N/A,N/A,N/A,N/A,N/A,N/A
2024-000001147 AbraSilver Resource Corp-f1-06123794_2-1-1,25.6,not mentioned,,USD (American dollars or US dollars),493.7,not mentioned,,,"INSA, SGS, Bmining",,USD (American dollars or US dollars),USD (American dollars or US dollars),AbraSilver Resources Corporation,N/A,N/A,N/A,N/A,N/A,N/A,Argentina,['epithermal (low-sulfidation / high-sulfidation / intermediate-sulfidation)'],Mar-07-2024,not mentioned,0.56,,,86.6,1850,USD (American dollars or US dollars),$/oz,USD (American dollars or US dollars),353.152,N/A,N/A,N/A,N/A,N/A,N/A,0.0,-25.3,N/A,N/A,N/A,N/A,N/A,N/A,13.5,-66.83333333,USD (American dollars or US dollars),open pit,USD (American dollars or US dollars),,1.94,USD (American dollars or US dollars),39.2,not mentioned,,USD (American dollars or US dollars),995.1,not mentioned,,USD (American dollars or US dollars),22.97,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'gravity_separation (shaking table / spirals / jigs / sluices / centrifugal concentrators)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)', 'smelting (blast furnace / electric furnace / flash smelting / reverberatory furnace)', 'other_unspecified (other / hybrid / not classified)']",9000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Diablillos Project,46,g/t,,23.5,USD (American dollars or US dollars),$/oz,6.4,Salta and Catamarca provinces,N/A,N/A,N/A,N/A,N/A,N/A,350048,USD (American dollars or US dollars),35.29,42294000.0,303505000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024-000001767 Dundee Precious Metals Inc-f1-4_1-.pdf (b330f2224b9c78dc),33.0,not mentioned,,USD (American dollars or US dollars),588.2,not mentioned,,0.6608,DRA Americas Inc. (DRA),0.7484,USD (American dollars or US dollars),USD (American dollars or US dollars),DPM,N/A,N/A,N/A,N/A,N/A,N/A,Republic of Serbia,['skarn (Cu / Fe / Zn / Pb / Au / Mo / W skarns)'],Nov-16-2023,USD (American dollars or US dollars),13.0,2,g/t,90,1700,USD (American dollars or US dollars),USD/oz,USD (American dollars or US dollars),380.9,N/A,N/A,N/A,N/A,N/A,N/A,1.0,44.21244083333334,N/A,N/A,N/A,N/A,N/A,N/A,10.0,21.9132625,USD (American dollars or US dollars),underground,N/A,N/A,N/A,USD (American dollars or US dollars),33.0,not mentioned,,USD (American dollars or US dollars),588.2,not mentioned,,USD (American dollars or US dollars),17.0,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'gravity_separation (shaking table / spirals / jigs / sluices / centrifugal concentrators)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)']",2795.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Čoka Rakita Project,,,,,not mentioned,,N/A,,,,,,not mentioned,,N/A,not mentioned,72.0,7942.8,N/A,not mentioned,,,"['sublevel_stoping (sublevel stoping / sublevel open stoping)', 'stoping_with_backfill (backfilled stopes / paste fill stopes)']",N/A,N/A,N/A,N/A,N/A,N/A
2024-000002968 Kinross Gold Corporation-f1-06182718_1-1-1,24.3,USD (American dollars or US dollars),1405.0,USD (American dollars or US dollars),1898.0,not mentioned,,,Kinross Gold Corporation,0.74,USD (American dollars or US dollars),USD (American dollars or US dollars),Kinross Gold Corporation,N/A,N/A,N/A,N/A,N/A,N/A,Canada,['orogenic_gold (mesothermal / lode gold / greenstone-hosted quartz veins)'],Sep-01-2024,not mentioned,8.91,0.55,g/t,95.7,1900,USD (American dollars or US dollars),$/oz,USD (American dollars or US dollars),1429.0,N/A,N/A,N/A,N/A,N/A,N/A,1.0,50.8764,N/A,N/A,N/A,N/A,N/A,N/A,12.0,93.6398,USD (American dollars or US dollars),hybrid,not mentioned,8.32,3.59,CAD (Canadian dollars),,not mentioned,,not mentioned,,not mentioned,,not mentioned,17.25,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'gravity_separation (shaking table / spirals / jigs / sluices / centrifugal concentrators)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'hydrometallurgical_extraction (solvent extraction / electrowinning / chemical leaching)', 'smelting (blast furnace / electric furnace / flash smelting / reverberatory furnace)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)', 'dewatering (centrifuges / belt presses / drum filters)', 'beneficiation_other (gravity + flotation hybrids / mineral jigging / hand sorting / other)']",10000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Great Bear Gold Project,N/A,N/A,N/A,N/A,N/A,N/A,6.7,Ontario,N/A,N/A,N/A,N/A,N/A,N/A,215000,not mentioned,70.26,44627.0,170349,not mentioned,31.26,68.7,"['longhole_open_stoping (longhole stoping / longhole open stoping / mechanized stoping)', 'stoping_with_backfill (backfilled stopes / paste fill stopes)']",N/A,N/A,N/A,N/A,N/A,N/A
2024-000003202 Caledonia Mining Corporation Plc-f1-06142155_2-1-1,33.99,USD (American dollars or US dollars),309.0,not mentioned,,not mentioned,,0.67,DRA Projects (Pty) Ltd,,USD (American dollars or US dollars),USD (American dollars or US dollars),Caledonia Mining Corporation Plc,N/A,N/A,N/A,N/A,N/A,N/A,Zimbabwe,['orogenic_gold (mesothermal / lode gold / greenstone-hosted quartz veins)'],May-30-2024,USD (American dollars or US dollars),1.7,0.9,g/t,,1884,USD (American dollars or US dollars),$/oz,USD (American dollars or US dollars),402.97,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,N/A,N/A,N/A,N/A,N/A,N/A,10.0,,USD (American dollars or US dollars),open pit,USD (American dollars or US dollars),,2.65,USD (American dollars or US dollars),39.39,not mentioned,,not mentioned,,not mentioned,,not mentioned,,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'hydrometallurgical_extraction (solvent extraction / electrowinning / chemical leaching)', 'smelting (blast furnace / electric furnace / flash smelting / reverberatory furnace)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)', 'other_unspecified (other / hybrid / not classified)']",7890.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Bilboes Gold Project,N/A,N/A,N/A,N/A,N/A,N/A,8.7,Matabeleland North Province,N/A,N/A,N/A,N/A,N/A,N/A,223000,USD (American dollars or US dollars),51.74,23340.31,200000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024-000003540 Laramide Resources Ltd-f1-06079192_1-1-1,56.0,not mentioned,,not mentioned,,USD (American dollars or US dollars),239.0,,SLR International Corporation,,USD (American dollars or US dollars),USD (American dollars or US dollars),Laramide Resources Ltd.,N/A,N/A,N/A,N/A,N/A,N/A,United States of America,['uranium (unconformity-related / sandstone-hosted / vein-type / IOCG-U)'],Feb-22-2023,not mentioned,,N/A,N/A,N/A,N/A,N/A,N/A,USD (American dollars or US dollars),47.539,N/A,N/A,N/A,N/A,N/A,N/A,1.0,35.63084166666667,N/A,N/A,N/A,N/A,N/A,N/A,32.0,-108.5570444,USD (American dollars or US dollars),,N/A,N/A,N/A,USD (American dollars or US dollars),62.0,not mentioned,,not mentioned,,USD (American dollars or US dollars),287.0,not mentioned,,"['leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'hydrometallurgical_extraction (solvent extraction / electrowinning / chemical leaching)']",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Churchrock Uranium Project,N/A,N/A,N/A,N/A,N/A,N/A,N/A,New Mexico,N/A,N/A,N/A,N/A,N/A,N/A,N/A,not mentioned,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024-000004216 Omai Gold Mines Corp. ( Anconia Resources Corp.)-f1-06133557_1-1-1,20.0,USD (American dollars or US dollars),269.0,USD (American dollars or US dollars),556.0,not mentioned,,,P&E Mining Consultants Inc.,,USD (American dollars or US dollars),USD (American dollars or US dollars),Omai Gold Mines Corp.,N/A,N/A,N/A,N/A,N/A,N/A,Guyana,['orogenic_gold (mesothermal / lode gold / greenstone-hosted quartz veins)'],Feb-08-2024,not mentioned,3.16,1.5,g/t,92.5,1950,USD (American dollars or US dollars),$/oz,USD (American dollars or US dollars),375.0,N/A,N/A,N/A,N/A,N/A,N/A,1.0,5.426388888888889,N/A,N/A,N/A,N/A,N/A,N/A,13.0,-58.74638889,not mentioned,open pit,not mentioned,14.44,1.63,USD (American dollars or US dollars),23.0,not mentioned,,USD (American dollars or US dollars),717.0,not mentioned,,USD (American dollars or US dollars),15.58,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'gravity_separation (shaking table / spirals / jigs / sluices / centrifugal concentrators)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'hydrometallurgical_extraction (solvent extraction / electrowinning / chemical leaching)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)', 'smelting (blast furnace / electric furnace / flash smelting / reverberatory furnace)']",9000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Omai Gold Project,N/A,N/A,N/A,N/A,N/A,N/A,7.8,,N/A,N/A,N/A,N/A,N/A,N/A,363390000,not mentioned,33.19,41101.0,322300000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024-000004321 Energy Fuels Inc-f1-06100326_1-1-1,12.0,not mentioned,,USD (American dollars or US dollars),21.072,USD (American dollars or US dollars),19.95,,SLR International Corporation,,USD (American dollars or US dollars),USD (American dollars or US dollars),Energy Fuels Inc.,,,90,4.0,USD (American dollars or US dollars),$/lb,United States of America,['uranium (unconformity-related / sandstone-hosted / vein-type / IOCG-U)'],Dec-31-2022,USD (American dollars or US dollars),7.0,N/A,N/A,N/A,N/A,N/A,N/A,USD (American dollars or US dollars),10.4,N/A,N/A,N/A,N/A,N/A,N/A,1.0,35.882958333333335,N/A,N/A,N/A,N/A,N/A,N/A,2.33,-112.0964028,USD (American dollars or US dollars),underground,N/A,N/A,N/A,USD (American dollars or US dollars),14.0,not mentioned,,USD (American dollars or US dollars),26.7,USD (American dollars or US dollars),25.3,USD (American dollars or US dollars),192.0,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'roasting (sulfide ore roasting / calcination / pyrometallurgical roasting)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'hydrometallurgical_extraction (solvent extraction / electrowinning / chemical leaching)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)']",264.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Pinyon Plain Project,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arizona,N/A,N/A,N/A,N/A,N/A,N/A,N/A,USD (American dollars or US dollars),372.0,134.5,N/A,USD (American dollars or US dollars),372,101,"['longhole_open_stoping (longhole stoping / longhole open stoping / mechanized stoping)', 'shrinkage_stoping (shrinkage stoping / shrinkage stope)']",N/A,N/A,N/A,N/A,N/A,N/A
